id,package,domain,job_family,tier,V,R,wave,raters,recommendation,S1,S2,S3,U1,U2,U3,Q1,Q2,Q3,Q4,R1,R2,R3,H1,H2,G1,G2,G3,G4,capabilities,experts,evidence_level,confidence,one_liner
"kwp/partner-built/zoom-plugin/virtual-agent","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","33.2","40.0","—","1","reject","1","0","1","1","3","1","3","3","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Zoom Virtual Agent 集成总览：网页嵌入、移动 WebView 封装与知识库同步"
"kwp/partner-built/zoom-plugin/webhooks","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","33.2","40.0","—","1","reject","1","0","1","1","3","1","3","3","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Zoom Webhooks：订阅、签名校验、常见事件与样例仓库"
"seo/extensions/profound/seo-profound","AgriciDaniel/claude-seo","seo","AI 可见度监测","D","32.6","34.0","—","1","reject","1","1","1","2","2","1","2","2","2","0","1","2","3","4","3","pass","pass","pass","pass","connector:other","seo marketing","E2","med","Profound 扩展：跨 ChatGPT/Perplexity 追踪品牌被 LLM 引用率、提示词覆盖、共现竞品与异动告警"
"fs/partner-built/lseg/fx-carry-trade","anthropics/financial-services","finance","外汇套息分析","D","32.4","28.0","—","1","reference","1","0","0","2","3","1","3","3","0","0","1","1","3","4","4","pass","pass","pass","fixable","connector:other","finance","E2","med","结合即期、远期曲线与波动率曲面计算 carry-to-vol 评估套息交易"
"fs/partner-built/lseg/option-vol-analysis","anthropics/financial-services","finance","期权波动率分析","D","32.4","28.0","—","1","reference","1","0","0","2","3","1","3","3","0","0","1","1","3","4","4","pass","pass","pass","fixable","connector:other","finance","E2","med","比较波动率曲面隐含波动与已实现波动并给出期权策略"
"wsh/payment-processing/stripe-integration","wshobson/agents","engineering","开发者工具","D","32.0","38.0","—","1","reject","1","0","1","1","3","0","3","3","1","1","1","4","1","4","3","pass","pass","pass","pass","python","engineering","E2","high","Stripe 支付集成：Checkout Session、Payment Intent、Webhook、订阅与测试卡"
"wsh/payment-processing/billing-automation","wshobson/agents","engineering","开发者工具","D","31.4","36.0","—","1","reject","1","0","1","2","3","1","2","2","1","0","1","3","2","4","3","pass","pass","pass","pass","python","engineering","E2","high","订阅计费系统开发：计费周期、订阅状态机、催缴、按比例计费与税费"
"legal/legal-builder-hub/registry-browser","anthropics/claude-for-legal","legal","技能管理","D","31.0","62.0","—","1","reference","1","1","2","1","1","1","1","3","2","0","3","2","5","3","5","pass","pass","pass","pass","web profile","engineering","E2","high","检索已关注的社区技能注册表并预览完整 SKILL.md"
"kwp/partner-built/zoom-plugin/websockets","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","30.8","40.0","—","1","reject","1","0","1","1","3","1","3","3","1","0","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Zoom WebSockets：持久事件流、S2S 令牌、保活与重连"
"legal/litigation-legal/customize","anthropics/claude-for-legal","legal","档案定制","D","30.4","60.0","—","1","reject","1","2","1","1","0","1","1","3","3","0","3","3","3","3","5","pass","pass","pass","pass","profile","legal","E2","high","单项修改诉讼执业档案"
"wsh/payment-processing/paypal-integration","wshobson/agents","engineering","开发者工具","D","30.2","32.0","—","1","reject","1","0","1","1","3","0","2","3","1","1","1","3","1","4","3","pass","pass","pass","pass","python","engineering","E2","high","PayPal 支付集成：快捷结账、订阅、退款与 IPN 通知处理"
"legal/legal-builder-hub/disable","anthropics/claude-for-legal","legal","技能管理","D","29.8","42.0","—","1","reject","1","1","1","1","0","1","1","3","4","0","1","2","5","3","5","pass","pass","pass","pass","profile","engineering","E2","high","停用经本中心安装的社区技能（重命名文件），可再启用"
"legal/legal-builder-hub/uninstall","anthropics/claude-for-legal","legal","技能管理","D","29.8","42.0","—","1","reject","1","1","1","1","0","1","1","3","4","0","1","2","5","3","5","pass","pass","pass","pass","profile","engineering","E2","high","卸载经本中心安装的社区技能，确认后删除并记日志"
"kwp/partner-built/zoom-plugin/phone","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","29.6","40.0","—","1","reject","1","0","1","1","2","1","3","2","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Zoom Phone 集成：Smart Embed、REST+Webhook、URI 拨号与迁移安全映射"
"fs/claude-for-msft-365-install/.claude/verify","anthropics/financial-services","engineering","开发者工具","D","29.0","20.0","—","1","reject","0","0","0","1","2","0","3","3","3","1","0","0","5","4","4","pass","pass","pass","pass","python","engineering","E2","high","在假 $HOME 沙箱里验证 M365 加载项安装脚本的仓库内开发自检流程"
"kwp/partner-built/zoom-plugin/debug-zoom","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","27.8","80.0","—","1","reject","1","0","1","1","2","1","2","3","1","1","5","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","定位 Zoom 集成失败层，给出排序假设、修复步骤与验证清单"
"kwp/partner-built/zoom-plugin/meeting-sdk/react-native","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","27.8","40.0","—","1","reject","1","0","1","1","2","1","2","2","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Meeting SDK React Native：封装 API、ZAK 主持发起与版本限制"
"kwp/partner-built/zoom-plugin/rivet-sdk","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","27.8","40.0","—","1","reject","1","0","1","1","2","1","2","2","2","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Zoom Rivet SDK：Node 服务端框架整合认证、Webhook 与类型化 API"
"kwp/partner-built/zoom-plugin/choose-zoom-approach","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","26.8","80.0","—","1","reject","1","0","1","1","2","1","2","3","1","0","5","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","按问题类型在 REST/Webhook/SDK/MCP 等 Zoom 表面中选出最小正确方案"
"kwp/partner-built/zoom-plugin/plan-zoom-integration","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","26.8","80.0","—","1","reject","1","0","1","1","2","1","2","3","1","0","5","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","把 Zoom 集成想法转成分阶段实施计划、风险清单与下一步"
"kwp/partner-built/zoom-plugin/plan-zoom-product","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","26.8","80.0","—","1","reject","1","0","1","1","2","1","2","3","1","0","5","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","为具体用例选择 Zoom 构建表面并说明取舍与被否方案"
"kwp/partner-built/zoom-plugin/setup-zoom-oauth","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","26.8","80.0","—","1","reject","1","0","1","1","2","1","2","2","2","0","5","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","确定 Zoom 应用类型、授权方式、最小 scope 与令牌刷新策略"
"kwp/partner-built/zoom-plugin/probe-sdk","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","26.4","40.0","—","1","reject","1","0","1","1","2","1","2","2","1","1","1","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","Zoom Probe SDK：入会前设备/网络/浏览器诊断与就绪门控"
"hr/hr-retirement-benefits","tuanductran/hr-skills","hr","薪酬福利","D","26.4","64.0","—","1","reject","2","1","1","0","3","1","1","1","1","0","5","1","2","3","1","pass","pass","fixable","pass","","hr","E2","med","退休与养老金福利设计、供应商比较、员工沟通与计划变更沟通"
"hr/hr-qa","tuanductran/hr-skills","hr","招聘","D","26.2","84.0","—","1","reject","2","0","1","1","2","1","3","1","0","0","5","3","4","3","1","pass","pass","pass","pass","","hr","E2","high","帮助非技术 HR 理解 QA/测试岗位并筛选 QA、SDET 候选人"
"legal/law-student/customize","anthropics/claude-for-legal","legal","档案定制","D","25.8","56.0","—","1","reject","0","2","1","1","0","0","1","3","3","0","3","3","2","3","5","pass","pass","pass","pass","profile","other","E2","high","单项修改法学生学习档案"
"kwp/partner-built/zoom-plugin/build-zoom-bot","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","25.4","80.0","—","1","reject","1","0","1","1","2","1","2","2","1","0","5","3","3","2","3","pass","pass","pass","fixable","python web connector:other","engineering","E2","high","规划 Zoom 会议机器人/录制/实时媒体方案并路由到 Meeting SDK 与 RTMS"
"kwp/partner-built/zoom-plugin/build-zoom-meeting-app","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","25.4","80.0","—","1","reject","1","0","1","1","2","1","2","2","1","0","5","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","规划嵌入式 Zoom 会议流程并在 Meeting SDK 与 Video SDK 间做边界判断"
"kwp/partner-built/zoom-plugin/debug-zoom-integration","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","25.4","80.0","—","1","reject","1","0","1","1","2","1","2","2","1","0","5","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","按认证→请求→SDK→媒体→MCP 顺序分层排查 Zoom 集成故障"
"kwp/partner-built/zoom-plugin/design-mcp-workflow","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","25.4","80.0","—","1","reject","1","0","1","1","2","1","2","2","1","0","5","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","判断 Zoom 任务适合 MCP、REST 还是混合架构并路由"
"kwp/partner-built/zoom-plugin/setup-zoom-mcp","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","25.4","80.0","—","1","reject","1","0","1","1","2","1","2","2","1","0","5","3","3","2","3","pass","pass","pass","pass","python web connector:other","engineering","E2","high","规划 Zoom MCP 工作流，界定 MCP 与 REST 的混合边界"
"kwp/partner-built/zoom-plugin/meeting-sdk/electron","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","25.0","40.0","—","1","reject","1","0","1","1","2","1","2","1","1","1","1","3","3","2","3","pass","pass","fixable","pass","python web connector:other","engineering","E2","high","Meeting SDK Electron 导航：Node addon 封装、JWT 与原始数据"
"jl/wealth-management/savings-goals","JoelLewis/finance_skills","finance","个人理财","D","25.0","60.0","—","1","reject","1","0","1","1","2","0","2","3","1","3","5","1","1","1","1","pass","pass","pass","fixable","","finance","E3","high","个人储蓄目标规划：所需月存款、通胀调整、529 教育金、退休积累、首付与目标优先级"
"kwp/partner-built/zoom-plugin/contact-center/android","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","23.2","40.0","—","1","reject","1","0","1","1","2","1","1","1","1","1","1","3","3","2","3","pass","pass","fixable","pass","python web connector:other","engineering","E2","high","Contact Center Android SDK 导航：服务生命周期、渠道项与释放规则"
"kwp/partner-built/zoom-plugin/contact-center/ios","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","23.2","40.0","—","1","reject","1","0","1","1","2","1","1","1","1","1","1","3","3","2","3","pass","pass","fixable","pass","python web connector:other","engineering","E2","high","Contact Center iOS SDK 导航：上下文设置、生命周期转发与重入视频"
"kwp/partner-built/zoom-plugin/contact-center/web","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","23.2","40.0","—","1","reject","1","0","1","1","2","1","1","1","1","1","1","3","3","2","3","pass","pass","fixable","pass","python web connector:other","engineering","E2","high","Contact Center Web SDK 导航：三种集成模式与 CSP/就绪门控"
"kwp/partner-built/zoom-plugin/virtual-agent/android","anthropics/knowledge-work-plugins#partner-built","engineering","Zoom 集成开发","D","23.2","40.0","—","1","reject","1","0","1","1","2","1","1","1","1","1","1","3","3","2","3","pass","pass","fixable","pass","python web connector:other","engineering","E2","high","Virtual Agent Android WebView 封装导航：JS 桥与 URL 策略"
